	AD1X24b	AD1X24c	AD1X24d	AD1X7a	AD1X7b	AD1X7c	AD1Y24b	AD1Y24c	AD1Y24d	AD1Y7a	AD1Y7c	AD1Y7d	AD8X24b	AD8X24c	AD8X24d	AD8X7a	AD8X7b	AD8X7c	AD8Y24a	AD8Y24b	AD8Y24c	AD8Y7a	AD8Y7c	AD8Y7d
OG0003353	0.31401	0.28262	0.256155	-0.0932037	0.122198	0.106584	-0.0363812	-0.133208	-0.0610271	-0.152307	-0.369336	-0.236104	0.433314	0.410249	0.387076	-0.217443	-0.312001	-0.037987	0.3222	-0.000917221	-0.221379	-0.250097	-0.256387	-0.256629
OG0003354	-0.10785	0.122059	0.082112	-0.0504793	0.0445909	0.242052	-0.270511	0.15839	0.0852308	-0.0983224	-0.131648	-0.0756245	-0.00593768	-0.0801013	-0.107839	0.115547	0.409147	-0.0503798	-0.178959	0.102757	0.0352909	0.0778747	-0.203601	-0.113799
OG0003355	0.177543	0.177586	0.161727	-0.00241252	0.169051	-0.0217667	-0.0944844	-0.11068	-0.117732	0.0459767	-0.257689	-0.127117	0.0830045	0.070453	-0.114997	0.111268	0.213119	-0.0610099	-0.168851	-0.059932	-0.24781	0.200229	0.0367976	-0.0622714
OG0003356	-0.00503747	-0.0299411	-0.0912039	0.223055	0.117797	0.0809097	-0.232426	-0.161616	-0.326579	0.0869374	0.104736	0.23337	-0.0221494	-0.159911	-0.318288	0.231584	0.363401	0.0956144	-0.442307	-0.157081	-0.21754	0.25393	0.265167	0.107579
OG0003358	-0.0742763	-0.178265	-0.242431	0.0360379	0.220175	0.174889	-0.0721203	-0.0250406	0.0225379	0.194414	-0.0248751	-0.0310453	0.336813	0.325393	0.309564	-0.153058	-0.593302	-0.203807	0.552624	0.203837	-0.283837	-0.326105	-0.243731	0.0756075
OG0003359	0.162424	0.0506928	0.376202	-0.151598	-0.133286	-0.07759	0.131451	0.0973523	0.282572	-0.258802	-0.192904	-0.286513	0.117569	0.129138	0.0911169	-0.39001	-0.238331	-0.114255	0.474619	0.33038	0.379653	-0.266031	-0.223486	-0.290362
OG0003360	0.055532	0.15179	0.145447	-0.038571	0.13044	0.131264	-0.104576	-0.0751728	0.0530856	-0.0674689	-0.138874	-0.242896	0.165449	0.177226	0.195573	-0.125974	-0.286547	-0.103399	0.361291	0.1321	-0.0331684	-0.131194	-0.233934	-0.117422
OG0003361	-0.00377101	0.0461932	-0.0984482	0.00622951	0.168203	0.0319659	0.0207308	0.00300401	-0.0246699	0.00653093	-0.0814069	-0.0745611	0.183323	0.0983287	-0.0808929	0.152131	0.049116	-0.103488	-0.0740008	-0.0114144	-0.358224	0.0903046	0.0565308	-0.00171382
OG0003362	-0.0586118	-0.149289	-0.119818	0.0402476	0.0656876	-0.00192634	0.0452046	0.0588425	0.197437	0.0522122	-0.0168524	-0.113134	0.222399	-0.0429296	0.201691	-0.115591	-0.391989	-0.210839	0.452869	-0.0467087	-0.113598	-0.00952365	-0.0869131	0.141133
OG0003363	0.0124186	-0.0128742	0.086918	0.0456588	0.0923538	0.161453	-0.0734221	-0.248936	-0.139897	0.0745329	-0.0672986	0.0690931	0.155843	0.168512	0.43528	-0.315197	-0.502665	-0.158054	0.406448	-0.0862404	0.180336	-0.14825	-0.090144	-0.0458676
OG0003364	0.301214	0.147259	0.164371	0.0374311	0.121416	0.156946	-0.185886	-0.190088	-0.122551	-0.078988	-0.374084	0.0229603	0.0291439	-0.0716119	-0.00358034	0.0393615	-0.100147	-0.00229512	0.0447756	0.0860851	0.123553	0.0867288	-0.0635826	-0.168431
OG0003365	0.10543	0.188574	0.113778	-0.0422474	0.141511	0.000628822	-0.349327	0.0032592	-0.168102	-0.0462813	-0.0310401	0.0838162	-0.129668	0.0165771	-0.130947	0.301169	0.586901	0.06524	-0.244589	-0.0504054	-0.269725	0.120207	-0.213861	-0.0508983
OG0003366	0.368524	0.248031	0.279429	-0.497338	-0.0182223	0.197967	-0.144082	-0.0161327	-0.0602709	-0.233143	-0.185488	0.0607264	0.30415	0.197049	0.221298	-0.105333	-0.228591	-0.1104	0.143125	-0.0212371	-0.105607	-0.0596819	-0.107194	-0.127579
OG0003367	0.0862803	0.114005	0.0603812	-0.0223045	-0.0746956	0.0611289	0.0313847	-0.0251074	-0.0516572	-0.0526233	-0.0506294	-0.0761629	-0.0434822	-0.0749285	-0.120458	-0.00384975	-0.0582227	-0.097877	0.0703608	0.164863	-0.181805	0.104028	0.128304	0.113068
OG0003368	0.685799	0.530266	0.426621	0.254597	0.164826	0.334398	-0.417115	-0.369949	-0.571112	-0.40713	-0.305356	-0.325846	0.688854	0.813704	0.527451	0.520347	0.391101	0.410408	-0.743653	-0.745056	-0.70893	-0.445938	-0.449091	-0.259197
OG0003369	0.00788378	0.247763	0.420354	0.0283616	-0.00472054	-0.0266296	-0.214739	-0.0389332	0.135342	-0.114785	-0.308893	-0.131004	-0.250781	-0.165491	-0.23423	0.183706	0.211737	0.202971	-0.113852	-0.0395373	0.26412	0.169968	-0.129584	-0.0990263
OG0003370	-0.14124	0.0597578	0.246843	-0.0575962	-0.218252	-0.308796	0.265277	0.363113	0.211191	-0.0914011	-0.225539	-0.103357	-0.277902	-0.0783403	0.0717533	-0.200891	-0.000537968	-0.0587886	0.221842	0.25584	0.534029	0.196177	-0.248047	-0.415135
OG0003371	-0.0505077	0.123416	0.154943	0.0999101	0.0771634	0.154445	-0.271406	0.00902584	-0.113882	-0.195196	0.0482076	-0.0361198	-0.186502	-0.126824	-0.295593	0.161308	0.384167	0.270068	-0.331698	-0.00853074	-0.103593	0.153483	0.125263	-0.0415473
OG0003372	0.632166	0.377223	0.601433	-0.27943	-0.261752	0.0387822	0.333334	-0.0192719	0.0904522	-0.357895	-0.627641	-0.527401	-0.271179	0.0203112	-0.139296	0.0310711	0.518726	0.0562584	-0.512297	-0.0983861	-0.0943483	0.0899403	0.385464	0.0137347
OG0003373	-0.0541967	0.0300711	-0.0412561	0.14956	0.24427	0.121986	-0.0197039	-0.0133284	0.027452	-0.0412302	-0.199413	-0.204211	0.167541	0.115997	0.0606096	0.0477783	-0.0303032	-0.08239	0.0764866	-0.0979399	-0.244709	0.0491643	-0.0716955	0.00946072
OG0003375	0.305453	0.189745	0.0527474	-0.0545193	0.0746616	0.0607075	-0.161505	0.0571563	-0.158508	-0.0470634	-0.354305	0.0354296	-0.192627	-0.0151289	-0.0555434	0.183217	0.298332	-0.0648219	-0.396404	0.0562024	0.0364099	0.173823	0.00264283	-0.0261031
OG0003377	0.233439	0.231461	0.185461	0.0653943	0.118447	0.177736	-0.200914	-0.192393	-0.203151	-0.0581429	-0.219228	-0.138108	0.323739	0.230881	0.277404	-0.22988	-0.280239	-0.0565833	0.243302	0.110872	-0.0550885	-0.222594	-0.232124	-0.109688
OG0003378	0.161553	0.200236	0.1002	-0.0519668	0.0327159	-0.0530377	-0.140336	0.0833994	0.0972815	-0.110916	-0.319802	0.00067248	-0.149404	-0.14884	-0.00396318	-0.191103	-0.152589	0.155862	0.228174	0.166924	0.487446	0.0146133	-0.266722	-0.140397
OG0003379	0.116047	0.0970915	0.032376	0.109585	-0.109295	0.0832539	-0.130558	-0.186993	-0.147175	-0.0729618	0.108746	0.0998833	-0.560971	0.117934	-0.702727	-0.00453611	0.352625	0.143708	-0.258033	0.321022	0.36656	0.0758449	0.112129	0.0364436
OG0003380	0.0994089	0.0980941	0.0914395	0.155833	0.105118	0.013422	-0.187754	-0.130396	-0.288935	0.08728	-0.0777855	0.0342752	-0.432922	-0.070312	-0.749287	0.228964	0.659484	0.0504472	-0.538282	-0.0499099	-0.0624002	0.378173	0.363179	0.222866
OG0003381	0.196269	0.290938	0.229552	0.204013	0.136449	0.193718	-0.353769	-0.318379	-0.419522	0.0532708	-0.197547	-0.014993	-0.123761	-0.023692	-0.05827	0.579441	0.469882	0.407204	-0.56326	-0.30389	-0.170473	0.117934	-0.205808	-0.125308
OG0003382	0.083145	0.14654	-0.0129413	0.186109	0.150728	0.0625051	-0.196135	-0.251837	-0.246588	0.0255505	0.0579303	-0.00500633	-0.121808	-0.0191462	-0.28073	0.19793	0.318985	0.153309	-0.360378	-0.190289	-0.0520892	0.177946	0.0499564	0.126313
OG0003383	0.137331	0.192433	0.0736138	0.131294	0.178473	0.105973	-0.178972	-0.120507	-0.165801	-0.0262858	-0.145523	-0.182029	0.185151	0.121716	0.0934926	-0.263399	-0.376673	-0.106616	0.413977	0.24533	0.194176	-0.167304	-0.338365	-0.00148523
OG0003384	0.188121	0.267513	0.20361	0.131866	0.31242	0.20802	-0.210739	-0.313083	-0.338832	-0.0117876	-0.255043	-0.182065	0.545332	0.352638	0.450309	-0.076502	-0.280441	0.029503	0.129072	-0.206162	-0.256018	-0.283267	-0.315915	-0.0885488
OG0003385	0.228245	0.149191	0.147875	-0.190668	-0.109277	-0.0187267	0.11925	0.00409973	0.0877467	-0.108739	-0.124471	-0.184524	0.235883	0.18929	0.113332	0.0366952	0.013733	-0.016192	0.0298159	0.0465099	0.0860042	-0.165515	-0.237163	-0.332393
OG0003386	0.027208	-0.012736	-0.0659951	0.0562896	0.216617	0.17243	-0.117465	-0.130236	0.0528491	0.0431749	-0.16847	-0.0736658	0.242353	0.246459	0.0508742	-0.187613	-0.229864	-0.289818	0.448777	0.188567	-0.166635	-0.125816	-0.201739	0.0244543
OG0003387	0.139701	0.165236	0.18186	0.379694	0.167684	0.111105	-0.439241	-0.139703	-0.520053	-0.137969	0.0995796	-0.00789429	-0.195356	0.0591561	-0.0744907	0.0479082	0.158134	-0.0590572	-0.0344121	0.0820567	0.076076	0.00554905	-0.00104322	-0.064521
OG0003388	0.283115	0.143193	0.0946526	0.0615151	0.0021465	0.0665192	-0.0646692	-0.165398	-0.296214	0.0222437	-0.125728	-0.0213777	-0.0016039	-0.219299	-0.108174	-0.179118	0.0106817	-0.106368	0.182193	0.149112	0.170342	0.135397	-0.053114	0.0199511
OG0003389	0.177962	0.1633	0.0416851	-0.199454	-0.0249511	-0.226722	0.19473	0.13016	0.210985	-0.104909	-0.20161	-0.161176	0.277361	0.223341	0.221686	-0.271058	-0.515385	-0.173182	0.411358	0.22967	0.136556	-0.152669	-0.283937	-0.103741
OG0003390	0.506153	0.709485	0.557842	0.120856	-0.153133	-0.169713	-0.446674	-0.568115	-0.587433	0.0494096	-0.154108	0.135431	0.646685	0.319775	0.462618	0.185146	0.271045	0.206389	-0.724953	-0.671688	-0.52292	-0.0874193	0.0243673	-0.109045
OG0003391	0.0838936	0.130808	0.292611	-0.0201373	-0.112978	0.0845022	-0.038857	0.0833593	0.404322	-0.229177	-0.381004	-0.297343	0.0107875	-0.17072	0.0298806	-0.38054	-0.431809	-0.0202079	0.777328	0.610313	0.657831	-0.0927006	-0.581269	-0.408893
OG0003392	0.157219	0.143799	-0.0416966	-0.22745	0.0765189	0.0364938	-0.0115723	0.0546821	0.187528	-0.0665703	-0.187746	-0.121205	0.177382	0.422923	-0.0911873	-0.202137	-0.302032	-0.472666	0.489756	0.248014	-0.128129	-0.0679107	-0.0922594	0.0182458
OG0003394	0.0163693	0.00709338	0.197502	0.257189	0.00697461	-0.0224959	-0.4127	-0.248035	-0.144205	0.083681	0.0934466	0.16518	-0.191245	-0.239972	-0.187698	0.52531	0.578092	0.522284	-0.617809	-0.382094	0.0695027	0.0186998	-0.0597985	-0.0352717
OG0003395	0.141428	0.210437	0.292124	0.0899168	0.0665051	0.02463	0.00982166	0.0112403	0.0643677	-0.196196	-0.312019	-0.402256	-0.209792	-0.179183	-0.06582	-0.2217	-0.274957	-0.214213	0.286333	0.317156	0.469141	-0.00845546	0.0750728	0.0264175
OG0003396	0.0757992	0.165418	0.248275	0.188144	-0.0618782	0.121155	-0.409547	-0.294744	-0.295164	0.0532922	0.0643067	0.144942	-0.107614	-0.0851058	0.0429537	0.158034	-0.0509997	0.0449236	0.0364941	-0.0411592	0.146066	0.0567734	-0.0892637	-0.111102
OG0003397	0.200379	0.277641	0.185672	0.12399	0.267319	0.351615	-0.233629	-0.287057	-0.304158	-0.035126	-0.270247	-0.276399	0.210743	0.155682	0.257214	0.00251542	-0.15831	0.0307277	0.2771	-0.0385782	0.0239323	-0.164227	-0.290171	-0.306629
OG0003398	-0.0796025	0.507521	0.148618	-0.0257118	0.126319	0.129925	-0.276902	0.0153195	-0.317373	0.0868522	-0.231061	-0.0839044	0.27367	0.255465	0.384862	-0.241211	-0.366161	-0.0385408	0.328506	0.128414	-0.0487543	-0.207525	-0.270658	-0.198067
OG0003399	-0.0205282	-0.0715602	0.142479	-0.447261	-0.320765	-0.509897	0.369248	0.517943	0.58896	0.00722314	-0.10966	-0.14618	-0.146829	0.0478912	-0.135098	-0.842251	-0.634301	-0.301094	1.02248	0.63451	0.811807	-0.127594	-0.174237	-0.155283
OG0003400	0.161653	0.296776	0.436103	0.0141643	0.290519	0.28146	-0.333049	-0.314268	-0.0625735	-0.240706	-0.163774	-0.366304	0.174653	0.207043	0.204806	-0.282928	-0.203408	0.0285216	0.383249	0.0676011	-0.0431657	-0.294346	-0.0941819	-0.147844
OG0003401	0.126415	0.0835332	0.0738468	0.0943762	0.196609	0.147357	-0.152843	-0.123826	-0.167317	-0.00251856	-0.138633	-0.136999	0.134777	0.0114609	-0.0283103	0.0699978	0.056417	0.0154504	-0.128476	0.0326139	-0.0345177	-0.0309017	-0.0749786	-0.0235325
OG0003402	0.318634	0.248917	0.223821	0.619706	0.644588	0.667688	-0.810954	-1.01227	-0.781912	-0.0324509	0.0047591	-0.0905264	0.148587	0.0205069	0.511699	-0.0907758	-0.508108	-0.00238777	0.145686	-0.0590628	-0.0121316	-0.138007	-0.0961263	0.0801206
OG0003403	0.412644	0.113281	0.233559	-0.316764	-0.180819	0.0871448	0.206111	0.118372	0.168986	-0.263392	-0.297723	-0.281401	0.395672	0.377943	0.357128	-0.346889	-0.464052	-0.166125	0.568503	0.276607	0.0806205	-0.344137	-0.412352	-0.32292
OG0003404	0.0228917	0.143008	0.334718	0.150587	0.166193	0.0583225	-0.0271785	0.1543	0.217861	-0.394533	-0.357761	-0.468408	0.0773537	0.26659	0.380642	0.11321	0.113476	0.118402	-0.0987602	-0.195316	-0.245747	-0.217241	-0.108422	-0.204188
OG0003406	0.329087	0.243992	0.203905	-0.143948	-0.0846409	-0.0165301	0.128612	-0.0779105	0.080441	-0.188429	-0.283077	-0.1915	0.433617	0.436946	0.550999	-0.401513	-0.521767	-0.173384	0.468047	0.0956495	-0.00256324	-0.344326	-0.348488	-0.193217
OG0003407	0.299343	-0.132893	0.497648	-0.482701	-0.483686	-0.325363	0.975301	0.556279	0.807009	-0.597704	-0.556549	-0.556684	0.191862	0.27957	0.230056	-1.10704	-0.823058	-0.350481	1.37157	0.95781	0.715357	-0.252916	-0.497162	-0.715564
OG0003408	-0.100893	-0.283212	-0.296937	-0.0730503	-0.0233953	0.0485645	0.0190356	-0.16093	0.17106	0.061062	0.228683	0.410012	-0.448842	-0.398161	-0.565282	0.19741	-0.0424395	0.0709968	-0.292402	0.216983	0.262305	0.352609	0.345892	0.30093
OG0003409	0.369891	0.542154	0.12808	0.327323	0.487889	0.543251	-0.419363	-0.557446	-0.674574	-0.301238	-0.29391	-0.152057	-0.000556231	0.0279675	-0.264807	0.393007	0.402273	0.192762	-0.519628	-0.0741333	-0.483484	0.247642	0.0542462	0.0247108
OG0003410	-0.206663	-0.30582	-0.313152	-0.518536	-0.703031	-0.695154	0.934011	0.883168	0.78454	0.0469586	0.0231612	0.0705168	-0.424812	-0.202504	-0.394286	-0.331939	-0.229811	-0.207479	0.422019	0.567336	0.572094	0.143376	-0.055395	0.141402
OG0003411	0.187676	0.198753	0.261129	0.146994	-0.247813	-0.384888	0.216372	0.209559	-0.13935	-0.0835194	-0.381857	0.0169443	0.122652	-0.153851	0.107925	0.0800229	0.00570547	0.0502486	0.389591	0.00292926	-0.661388	-0.0470023	-0.219231	0.322399
OG0003412	0.169259	0.241101	0.258081	-0.123464	-0.0285066	-0.456914	-0.436347	0.235113	-0.0682001	0.064327	0.0672774	0.0782744	0.125008	-0.132694	-0.187209	-0.321322	0.0637879	-0.076714	0.27211	0.128703	0.279352	0.0571312	-0.131414	-0.0767394
OG0003414	-0.643177	-0.693314	-0.587432	-0.404107	-0.770991	-0.701155	0.5894	0.721916	0.36672	0.488705	0.757003	0.876431	-0.940497	-0.563069	-0.811951	-0.345521	-0.438113	-0.338634	0.406743	0.770704	1.14945	0.365052	0.484807	0.261029
OG0003415	0.309833	0.128649	-0.061914	0.078718	0.279954	0.263197	-0.214567	-0.273237	-0.0975748	-0.0818075	-0.0580124	-0.273237	0.0348073	0.29536	0.180464	0.37388	0.457647	0.224534	-0.392075	-0.383346	-0.166938	-0.211436	-0.217578	-0.195319
OG0003416	0.19629	-0.0146097	0.191276	0.0754586	0.269636	0.396593	-0.36384	-0.163483	-0.434779	0.121835	-0.188048	-0.0863307	-0.0204775	0.0421428	-0.104578	0.527171	0.493988	0.364905	-0.514303	-0.312334	-0.485613	0.0166271	-0.0662995	0.0587711
OG0003417	-0.0288574	-0.0653099	-0.0785411	0.0382397	0.155652	0.0995944	-0.118215	-0.0217441	-0.0401875	0.0783985	-0.0223623	0.00333267	-0.183314	-0.267409	-0.413814	0.329389	0.460195	0.26586	-0.567062	-0.160232	-0.186527	0.30637	0.197485	0.219058
OG0003418	-0.0113249	-0.119167	-0.110696	-0.0145103	0.0279135	0.0534564	0.285359	0.172351	0.210454	-0.126989	-0.157573	-0.209273	0.10417	0.13187	0.13789	0.0269614	-0.121478	-0.0164256	0.0154629	0.0369331	-0.0956092	-0.0201102	-0.0333059	-0.166358
OG0003419	-0.268141	-0.0256636	-0.056928	-0.223663	-0.333504	-0.143087	0.51544	0.414293	0.377509	-0.239123	-0.0227854	0.00565312	-0.183734	-0.148105	-0.237144	0.343835	0.599736	0.154039	-0.576737	-0.211294	-0.334467	0.212546	0.259005	0.12232
OG0003420	-0.13371	0.0122985	-0.0751181	0.09012	0.143133	0.134924	-0.00136612	-0.0153434	-0.0423244	0.0657751	-0.123632	-0.0547566	-0.0245626	-0.149854	-0.271315	0.25292	0.263558	0.159021	-0.258094	-0.146096	-0.401013	0.236688	0.172555	0.166192
OG0003421	0.00241432	-0.0377561	0.404671	-0.139475	-0.179963	-0.0818671	0.331019	0.220737	0.443365	-0.254907	-0.352166	-0.356072	0.0859229	0.125518	0.104109	-0.51075	-0.528021	-0.111297	1.01805	0.605941	0.542185	-0.270638	-0.57312	-0.487895
OG0003422	0.131955	0.0212587	-0.0481501	0.337271	0.459002	0.522285	-0.354737	-0.310944	-0.317458	-0.237753	-0.148419	-0.0543125	0.21723	0.360117	0.0998074	0.0482166	0.133924	-0.130629	-0.130629	-0.130629	-0.130629	-0.108843	-0.0973083	-0.130629
OG0003423	0.18111	0.0775528	-0.0507035	0.438078	0.29255	0.250861	-0.709271	-0.466984	-0.861566	0.163529	0.340413	0.344431	-0.107022	-0.00766223	-0.111514	0.120196	0.48964	0.141224	-0.402667	-0.246915	-0.307605	0.192721	0.209074	0.0305288
OG0003424	0.0042162	-0.402938	-0.230421	0.257644	-0.638699	0.0729054	0.421162	0.133255	0.452848	0.0903273	0.0604964	-0.220797	-0.0824835	-0.137897	-0.231927	-0.215453	-0.232031	-0.186444	0.53781	0.577962	0.574205	0.0407119	-0.193115	-0.45134
OG0003425	0.372817	0.309275	0.30153	1.60186	1.1504	1.03461	-1.18159	-1.37017	-1.34008	-0.634828	0.107698	-0.351525	0.0781186	-0.0189515	0.0255397	-0.110358	-0.0808423	-0.087902	0.121201	0.244086	0.0273447	-0.0874007	-0.159269	0.0484344
OG0003426	-0.139508	0.112329	0.093302	0.0264711	0.200503	-0.0314005	0.142431	-0.0557825	-0.0228387	-0.12038	-0.0882179	-0.116909	0.273367	0.202856	0.271772	0.216352	0.0151963	0.0939169	0.0003726	-0.198841	-0.0307951	-0.262103	-0.323047	-0.259048
OG0003427	0.21501	0.378937	0.0873664	-0.21127	0.0547634	0.0612031	-0.431545	0.0027138	-0.0359809	0.00286567	-0.0434654	-0.0805972	0.259693	0.558731	0.192735	0.583499	0.601147	0.408549	-0.543639	-0.567222	-0.47728	-0.235209	-0.448206	-0.332798
OG0003428	-0.0431528	-0.0211653	-0.228573	0.227701	-0.177991	-0.0425878	-0.244018	-0.143753	-0.0443203	0.180108	0.352196	0.185555	-0.0792083	-0.0455822	0.067059	-0.00227132	-0.0599579	-0.162376	0.0999226	0.107592	0.0241275	0.182508	-0.0034325	-0.12838
OG0003429	0.0635192	0.101171	0.0377614	0.0184967	0.106517	0.121919	-0.209088	-0.149407	-0.105384	0.0235954	-0.0569879	0.0478867	-0.305299	-0.065496	-0.552404	0.315886	0.775788	0.0949924	-0.626963	-0.0800865	-0.405547	0.357161	0.381166	0.110803
OG0003430	0.00775888	0.0409538	-0.0806862	0.0269107	0.170943	0.0304448	-0.0520664	0.0603989	-0.0240371	0.105636	-0.142662	-0.143595	0.145594	0.0344296	-0.200113	0.0791984	0.183526	0.00142825	-0.0472457	0.0207208	-0.32431	0.143337	-0.0250115	-0.0115542
OG0003432	-0.099943	0.0418981	-0.0681717	0.213228	0.148672	-0.0603128	-0.0258966	-0.128728	-0.0209613	-0.0920502	0.13638	-0.0441142	-0.0815775	-0.0556581	-0.115983	-0.0374419	-0.0858168	-0.0491069	0.00462258	0.173843	0.300816	0.0601156	-0.05184	-0.0619735
OG0003436	-0.0457298	-0.0457298	-0.0457298	-0.0457298	-0.0457298	-0.0457298	0.226324	0.0553121	0.129933	-0.0457298	-0.0457298	-0.0457298	-0.739885	1.07254	-1.00102	-0.918488	-0.667893	-0.0434298	1.65103	0.555277	-0.0903052	0.989642	0.0606367	-0.868101
OG0003438	0.126844	0.284817	0.331949	0.123895	0.092231	0.233361	0.0190839	-0.040115	-0.617488	0.0812285	-0.122866	-0.512942	-0.0965164	-0.372081	-0.411517	0.242643	0.399018	0.198026	-0.517132	-0.023147	-0.0294012	0.330599	0.189211	0.0902971
OG0003439	0.161872	0.209819	-0.136811	0.0759292	0.0673975	0.0316778	0.0198108	0.0178239	-0.175916	-0.33446	0.0912337	-0.028377	0.139785	0.114961	0.182516	0.291913	0.309425	0.130254	-0.311948	-0.326466	-0.1436	-0.0482654	-0.136269	-0.202304
OG0003440	0.0653394	0.118085	0.0399701	-0.103203	-0.170052	-0.082687	0.0520265	0.0205322	-0.0805641	0.011055	-0.0393977	0.168896	-0.0707926	-0.136516	-0.156519	-0.0371117	-0.10323	-0.165482	0.471492	0.0483476	0.223349	0.147272	-0.264703	0.0438946
OG0003441	0.138159	0.323934	-0.100512	0.0888039	-0.000264957	0.0181634	-0.0912337	0.04307	-0.0312919	-0.10942	-0.243535	-0.0358733	-0.0175153	0.278779	-0.0522945	0.303632	0.521394	0.132568	-0.436256	-0.00350456	-0.222101	-0.07415	-0.24666	-0.183892
OG0003442	0.142522	0.104066	0.0631154	0.131778	0.137206	0.18783	-0.135952	-0.405262	-0.251676	0.0748471	-0.228228	0.179752	0.129502	0.218816	-0.347341	-0.0166623	0.235045	0.0191089	0.0198613	0.14865	-0.477468	-0.0186329	0.0519513	0.0371701
OG0003444	0.0224521	0.0762765	0.0066178	0.0857465	0.112295	-0.0183596	-0.0411603	-0.154324	0.0290777	-0.0305824	-0.0648262	-0.0232122	-0.00726286	-0.123377	-0.252546	0.29998	0.454571	0.249602	-0.683967	-0.156062	-0.317599	0.267299	0.17993	0.0894308
OG0003445	-0.611084	-0.669245	-0.598177	-0.759506	-0.62271	-0.690685	1.37401	1.44155	1.73889	-0.193102	-0.147827	-0.262111	0.053758	0.0698793	0.103665	-0.727604	-0.880019	-0.340938	0.953229	0.607104	0.394184	0.0182268	-0.130141	-0.121345
OG0003446	0.182237	0.136239	-0.0475763	-0.0983453	0.0405955	0.0188295	0.0289104	0.0388264	0.143476	-0.0522934	-0.247728	-0.14317	0.346256	0.273936	0.266175	-0.163017	-0.335488	-0.138647	0.29666	0.142885	-0.169842	-0.199491	-0.187493	-0.131935
OG0003447	0.0489728	-0.0602278	0.112724	-0.0693722	0.00778507	-0.068525	0.3516	0.206722	0.221784	-0.152324	-0.390226	-0.208914	-0.220727	-0.248726	-0.179598	-0.214737	0.0496393	0.0103295	0.448427	0.345023	0.500662	0.2633	-0.415562	-0.338031
OG0003448	0.0759901	-0.0629141	0.189259	0.0794059	0.110465	0.12873	-0.152384	-0.0990406	-0.11683	-0.0041084	-0.178296	0.0297233	0.198422	0.215083	-0.0226484	-0.133617	0.0922976	0.118142	-0.100409	-0.0280851	0.0167177	-0.161556	-0.0731251	-0.121221
OG0003449	0.41807	0.210235	0.285146	-0.16257	-0.233459	-0.16532	0.43278	-0.00920289	0.184749	-0.273099	-0.395201	-0.292128	-0.100267	-0.172449	-0.353828	0.0856851	0.134487	0.101539	-0.321846	0.0803391	-0.036508	0.201202	0.320638	0.0610069
OG0003450	0.104177	0.148265	0.119018	0.135931	0.207098	0.176114	-0.154605	-0.18451	-0.156382	-0.0720644	-0.183114	-0.139926	0.130408	0.0708535	-0.0809589	0.106292	0.0670446	0.132169	-0.136182	-0.0974365	-0.07994	-0.00820439	-0.00272603	-0.101319
OG0003451	0.0653162	0.101906	0.149788	0.0554765	0.0247611	-0.170725	0.00788779	-0.0936656	-0.0129302	-0.0318021	-0.0170181	-0.078994	-0.206178	-0.123888	-0.086366	0.115324	0.242778	0.264861	-0.0244013	0.0802307	0.225318	0.0464485	-0.456097	-0.0780295
OG0003452	0.379508	0.41925	0.0303955	0.039277	0.0867452	0.195295	-0.219803	-0.554464	-0.10793	-0.467804	0.0937705	0.105758	0.0402585	0.167523	-0.22931	0.255397	0.114035	-0.113203	-0.111102	0.0579935	0.0417366	0.0289171	-0.242366	-0.00988
OG0003453	0.0298732	0.186714	0.0984107	0.126769	0.2199	0.123832	-0.249637	-0.147459	-0.255254	0.155928	-0.307657	0.01858	-0.104929	-0.0390732	-0.340903	0.191006	0.58272	0.0198118	-0.538659	-0.0806813	-0.354015	0.331284	0.3152	0.0182393
OG0003454	0.181683	0.320613	0.557549	0.0084754	0.266244	0.181035	-0.367223	-0.120748	-0.0239207	-0.286819	-0.299934	-0.416955	0.0523901	0.222172	0.00135183	-0.0455216	-0.00735452	-0.0498333	0.295451	0.127316	0.0499314	-0.129001	-0.203824	-0.313078
OG0003455	0.260339	0.304583	0.61093	-0.208323	-0.0579231	-0.0741574	0.0112592	0.0360919	0.340133	-0.385829	-0.394827	-0.442277	-0.180252	-0.117414	-0.314327	-0.440445	-0.0302697	-0.140582	0.602392	0.620935	0.713801	0.0135189	-0.39457	-0.332787
OG0003456	0.0527504	0.0211464	0.0483023	0.0225375	0.155183	0.122039	-0.107302	-0.0669036	0.0247494	0.0250711	-0.143079	-0.154495	0.37538	0.432134	0.247852	-0.0949295	-0.195444	-0.0271692	0.298246	-0.0264166	-0.461338	-0.259828	-0.223175	-0.0653118
OG0003457	0.293256	0.281993	0.250087	-0.0944114	-0.0750926	-0.0754183	0.054013	-0.0707853	-0.0822643	-0.139641	-0.255493	-0.0862441	-0.0198381	-0.0418834	0.0515094	0.00040826	0.0763755	0.153102	-0.19841	-0.101071	0.146637	0.0328325	0.0159248	-0.115586
OG0003458	0.147866	0.136219	0.0989774	-0.186526	0.0393933	-0.00396482	0.0434007	-0.0163296	0.154408	-0.060938	-0.182188	-0.170318	0.224042	0.286329	0.137869	-0.378649	-0.423273	-0.182469	0.535926	0.356043	0.223001	-0.234322	-0.339154	-0.205343
