	AD1X24b	AD1X24c	AD1X24d	AD1X7a	AD1X7b	AD1X7c	AD1Y24b	AD1Y24c	AD1Y24d	AD1Y7a	AD1Y7c	AD1Y7d	AD8X24b	AD8X24c	AD8X24d	AD8X7a	AD8X7b	AD8X7c	AD8Y24a	AD8Y24b	AD8Y24c	AD8Y7a	AD8Y7c	AD8Y7d
OG0005781	-0.0611644	0.197719	0.322822	0.162618	-0.35372	-0.111327	-0.0134217	0.219351	0.218935	-0.279567	-0.150755	-0.15149	-0.0739135	-0.352252	-0.206888	-0.27734	-0.0680971	0.0780933	0.31215	0.334604	0.680363	-0.0748505	-0.352749	0.000879215
OG0005782	0.0659064	-0.0236112	0.353018	-0.0124864	-0.12157	-0.281835	0.0161265	0.270328	0.352819	-0.218005	-0.137022	-0.263667	-0.223355	-0.252035	-0.176775	-0.365607	0.035045	0.0616009	0.334851	0.522578	0.681989	0.00206235	-0.281181	-0.339174
OG0005783	-0.11765	0.0558772	0.012957	0.115488	-0.095435	0.00531244	-0.26863	-0.01618	-0.246868	0.139043	0.224007	0.192078	-0.11209	-0.101178	-0.0334724	0.0983995	0.121285	-0.0590468	-0.085585	-0.0640657	0.0500362	-0.016295	0.194462	0.00754953
OG0005784	-0.0228498	0.209653	0.374248	0.0893599	0.113408	0.204328	-0.329751	-0.166627	-0.157787	-0.116238	-0.144519	-0.053227	-0.0141906	-0.222829	-0.0282336	0.0363666	0.313575	0.0249283	-0.24374	0.00325016	0.170586	0.188891	-0.114513	-0.11409
OG0005785	-0.0168098	-0.103803	0.15401	0.170385	-0.0646607	0.154266	-0.174196	-0.0555474	-0.120888	0.0551199	-0.0357375	0.0378618	-0.168494	-0.117585	-0.153295	0.0723065	0.364106	0.0625828	-0.197517	0.11094	0.0144956	0.0525315	0.0411311	-0.0812041
OG0005788	-0.194119	-0.174489	0.0355083	-0.267067	-0.313216	-0.363275	0.408316	0.481754	0.464957	-0.0298538	-0.0287864	-0.0197288	-0.630096	-0.570068	-0.802581	-0.171375	0.454906	-0.111679	0.129426	0.595913	0.479597	0.349914	0.13311	0.142932
OG0005789	0.141664	0.168245	0.448687	-0.0780789	-0.19293	0.141544	-0.134872	-0.162204	0.381991	-0.166442	-0.432544	-0.11506	0.119782	0.203336	0.313425	-0.20007	-0.297486	-0.133658	0.721711	0.401772	0.453572	-0.283423	-0.588602	-0.71036
OG0005790	0.259925	0.230911	-0.102978	0.0537956	0.198305	0.150269	-0.112355	-0.300628	0.0760404	-0.159539	-0.0147003	-0.279045	0.0759918	-0.0370352	-0.0900597	0.11767	0.0792346	0.00170212	-0.215866	-0.0720421	-0.138498	0.135321	0.0973483	0.0462324
OG0005791	-0.0715893	-0.0834555	-0.061387	0.219101	-0.181751	-0.0965908	0.0274196	-0.0930131	-0.419975	0.0849796	0.279415	0.396846	-0.23807	-0.0926043	-0.410666	0.363462	0.481543	0.217703	-0.524073	-0.132465	-0.0558598	0.170182	0.159677	0.061171
OG0005792	0.718383	0.761272	0.530628	0.0726844	-0.256577	0.00311655	-0.545757	-0.652275	-0.533243	0.0227318	-0.0632788	-0.0576853	0.476775	0.350168	0.387136	0.485333	0.420864	0.504454	-1.25124	-0.773482	-0.709748	-0.106893	0.188269	0.0283636
OG0005793	-0.0774508	-0.200606	-0.157948	0.195182	-0.190622	-0.136009	0.00525963	-0.00505411	-0.165215	0.0379099	0.382521	0.312031	-0.301359	-0.332725	-0.214543	0.208724	0.217281	0.163127	-0.26334	-0.0605254	0.210026	0.133613	0.129816	0.109905
OG0005794	0.174817	0.168305	0.137934	0.0627301	0.277198	0.252401	-0.170656	-0.206248	-0.2323	-0.00221893	-0.240021	-0.221942	0.567312	0.295213	0.510129	-0.150803	-0.214308	-0.0125149	0.22442	-0.0771148	-0.290898	-0.282497	-0.361275	-0.207665
OG0005796	0.271785	0.329108	0.120157	-0.437462	-0.0739429	-0.363794	0.042487	0.343968	-0.23195	-0.0480381	-0.122105	0.169787	0.0696574	-0.191503	0.0821823	-0.345405	-0.378155	-0.266351	0.684156	0.395851	0.794857	-0.12725	-0.500713	-0.217325
OG0005797	-0.0436122	-0.00280804	-0.042538	0.242107	-0.0118382	0.0194625	-0.173477	-0.210524	-0.544748	0.191025	0.236435	0.340515	-0.0500548	-0.298766	-0.213677	0.342117	0.438216	0.215844	-0.616708	-0.230913	-0.0865744	0.240008	0.132068	0.128441
OG0005798	-0.0338341	-0.125379	-0.154424	-0.192634	-0.0582237	-0.00688256	0.176683	0.187906	0.409032	0.0774293	-0.128683	-0.150992	0.161227	0.227334	0.165357	-0.464163	-0.826616	-0.380448	0.878259	0.488196	0.248118	-0.222758	-0.228513	-0.0459935
OG0005799	-0.00672202	0.0697196	0.0351721	0.14642	-0.0500634	0.132831	-0.252862	-0.218317	-0.300122	0.193432	0.0609026	0.18961	-0.276809	-0.0224269	-0.20167	0.233761	0.453498	0.260569	-0.309605	-0.212397	-0.0880763	0.074762	0.0285946	0.0597978
OG0005800	-0.0516455	-0.061982	0.167106	-0.0641044	-0.339244	-0.0840817	0.0986513	0.203502	0.254926	-0.14079	-0.0168184	0.0344803	-0.114026	-0.192201	-0.247165	-0.144793	0.192564	0.0482995	-0.0517737	0.27444	0.451442	0.0681423	-0.178014	-0.106915
OG0005801	0.0539129	0.0860878	0.131174	0.0651397	0.161622	0.133408	-0.0994987	-0.145352	-0.0311714	-0.0313806	-0.155908	-0.168033	0.484171	0.358765	0.571456	-0.32257	-0.460707	-0.0974507	0.440099	-0.0720162	-0.184976	-0.348094	-0.219042	-0.149636
OG0005802	0.0525693	0.0486703	0.00998476	-0.0764323	0.0608659	-0.00323704	0.0389914	0.0123428	0.0758273	0.0155023	-0.128059	-0.107026	0.465419	0.358654	0.466211	-0.155051	-0.315716	-0.0941318	0.343526	-0.0879412	-0.242643	-0.32478	-0.279518	-0.13403
OG0005803	0.0115032	0.0616861	0.070922	0.0935624	0.0975803	0.108419	-0.152866	-0.153966	-0.131928	0.0556698	-0.0131622	-0.0474193	0.198659	0.108792	0.129461	-0.0195523	0.0680102	-0.108817	-0.0364725	-0.0023943	-0.303659	0.0245226	-0.0670938	0.00854404
OG0005804	0.0365183	0.255166	0.0595124	0.086057	0.0945481	0.245003	-0.154205	-0.146951	-0.295443	0.0502454	-0.182406	-0.0480442	-0.045595	-0.226233	-0.138419	0.201922	-0.0426044	0.0167008	0.208054	0.0890951	-0.0604712	0.0817628	0.017117	-0.101329
OG0005805	0.315178	0.380067	0.295319	-0.0341215	0.168752	0.116447	0.0335564	-0.317833	-0.315178	-0.0639175	-0.29848	-0.27979	0.776871	0.669774	0.736007	-0.267751	-0.488537	-0.00680767	0.309032	-0.173764	-0.583281	-0.458145	-0.323809	-0.189588
OG0005806	0.260745	0.0810644	0.418856	-0.249094	-0.100303	-0.161219	0.457779	0.295149	0.198616	-0.45561	-0.357984	-0.387999	-0.188964	-0.167151	-0.241443	-0.526354	-0.0373339	-0.114078	0.539211	0.627372	0.719162	0.0488783	-0.257647	-0.401654
OG0005807	-0.00506527	-0.110011	-0.0903667	0.146366	-0.0508527	-0.0581405	-0.127434	-0.0505223	-0.225535	0.0199388	0.274269	0.277353	-0.43879	-0.0632138	-0.319954	0.126708	0.362189	0.172879	-0.433386	0.0916493	0.191621	0.228327	0.123903	-0.0419304
OG0005808	0.717245	0.293006	0.182279	0.569784	0.629904	0.375298	-1.21913	-0.238368	0.48327	-0.0995853	-1.10939	-0.584313	-0.057164	-0.0894874	0.0626269	0.0882789	0.0745392	0.139023	0.300012	0.0886653	0.157228	-0.0292237	-0.458524	-0.275974
OG0005809	0.0532677	-0.071851	0.0152873	-0.100856	-0.276866	-0.122016	0.452437	0.217102	0.111517	-0.208298	0.101903	-0.171627	-0.272404	-0.0552478	0.0666691	0.0483038	0.0366273	0.183302	-0.0160377	0.397845	0.308504	-0.215819	-0.373598	-0.108145
OG0005810	-0.0303557	-0.0505051	-0.0875973	0.227622	0.0969311	0.0944553	-0.252177	-0.206239	-0.279535	0.121854	0.145659	0.219888	-0.27364	-0.0509351	-0.339989	0.351992	0.496562	0.21076	-0.558001	-0.173071	-0.178717	0.172282	0.303854	0.0389034
OG0005811	-0.0219855	0.0343444	0.040518	-0.0832334	0.12541	-0.0668549	-0.0636768	0.0638818	-0.0629128	-0.0832334	0.106161	0.0115821	-0.30205	-0.184655	-0.476109	-0.0463811	0.336057	0.247495	-0.365709	0.22377	0.239728	0.208512	0.098066	0.021276
OG0005812	-0.0330311	-0.0109594	0.421077	-0.0616444	-0.172634	-0.117091	0.138724	0.180868	0.249187	-0.344487	-0.0984777	-0.151531	-0.139627	-0.145837	-0.312235	-0.138951	-0.251445	0.0146804	0.423332	0.566963	0.53822	0.0386709	-0.409127	-0.184645
OG0005813	-0.0679818	-0.0559444	-0.00911347	0.067755	0.0900276	0.0194342	-0.0792407	0.00253365	0.0429473	0.0804522	0.00315118	-0.0940207	-0.199567	-0.0554656	0.140078	0.0286224	0.00265019	-0.00610808	-0.144043	0.00452831	-0.0192882	-0.000792323	0.118587	0.1308
OG0005814	0.145511	0.175898	0.249974	0.336876	0.271655	0.212152	-0.333163	-0.341466	-0.535688	0.0475845	-0.242374	0.0130397	-0.12121	-0.190909	-0.497595	0.375206	0.648546	0.198594	-0.539467	-0.105728	-0.468128	0.294387	0.176077	0.230225
OG0005815	0.284085	0.256239	0.191249	0.279035	0.30601	0.15236	-0.252009	-0.40498	-0.518705	-0.101099	-0.192094	-9.0015e-05	0.055544	0.114796	-0.0899606	0.39178	0.317473	0.376313	-0.62149	-0.424712	-0.198645	0.0797208	-0.0861281	0.0853078
OG0005816	-0.00327302	-0.0103378	0.0222119	0.0191561	0.153804	0.11016	0.0309699	-0.0421048	0.0029308	-0.03049	-0.10289	-0.150138	0.174706	0.272352	0.272255	-0.0982486	-0.221834	-0.138483	0.270944	-0.0484962	-0.205564	-0.12434	-0.134596	-0.0186958
OG0005817	-0.190953	-0.185606	-0.167968	0.0968218	-0.143472	-0.188279	0.130545	0.113371	-0.0139214	0.131732	0.190922	0.226807	-0.225679	-0.166841	-0.39575	0.164258	0.343099	0.217444	-0.411949	0.033064	0.150782	0.169752	0.172024	-0.0502058
OG0005818	-0.0905832	0.0541228	0.167543	0.0266763	0.0554726	0.022295	-0.19117	-0.173427	-0.205229	-0.0294006	0.160261	0.203439	-0.41163	-0.519144	-0.511732	0.0636607	0.387729	0.182509	-0.267791	0.135161	0.476765	0.238033	0.180444	0.0459962
OG0005819	0.0558883	-0.0294717	-0.193248	-0.0873963	0.054121	-0.057134	0.128799	0.135613	0.244783	-0.0304084	-0.0775077	-0.144037	0.212097	0.182572	0.166115	-0.270147	-0.360441	-0.0671585	0.596721	0.248592	-0.0473009	-0.235405	-0.269437	-0.156207
OG0005820	-0.0835036	-0.0869542	-0.0455526	0.18664	-0.156127	-0.138913	-0.127981	-0.0188421	-0.440055	0.186472	0.297315	0.427501	-0.280844	-0.362786	-0.32361	0.264944	0.328246	0.232022	-0.537802	-0.0616472	0.287838	0.172418	0.150755	0.130466
OG0005822	0.0919636	-0.0239073	-0.0654519	-0.0944222	-0.053263	-0.0980913	0.146827	0.161427	0.265761	-0.107659	-0.26498	0.0417956	0.0255872	-0.10426	-0.106436	-0.199023	-0.316002	-0.294471	0.470081	0.346092	0.316047	-0.00102389	-0.107159	-0.0294333
OG0005823	0.108309	-0.0573007	-0.0487391	0.295501	-0.225182	-0.0409351	-0.0746964	-0.35086	-0.534075	0.00936252	0.380165	0.538451	-0.211047	-0.20235	-0.156667	0.392958	0.48243	0.308516	-0.671493	-0.405401	0.116232	0.123612	0.163835	0.0593758
OG0005824	0.0315604	0.116835	0.0308314	0.1283	0.177587	0.149087	-0.185606	-0.188517	-0.226399	0.0679006	-0.0445688	-0.05701	0.0833016	0.0141398	0.0303387	0.107767	0.105097	0.125873	-0.156254	-0.182734	-0.262334	0.114128	-0.0557809	0.0764574
OG0005825	-0.157474	-0.30174	-0.291426	-0.298096	0.0392736	-0.0868512	0.360864	0.463927	0.471128	0.0126663	-0.0701237	-0.142148	-0.767715	-0.793563	-0.807662	-1.00756	-0.919979	-0.848547	1.32409	1.22557	1.22047	0.370555	0.502588	0.501759
OG0005826	-0.108137	-0.0418353	-0.218738	0.191685	-0.0714296	-0.0555749	0.0611653	0.0309881	-0.240673	-0.0748789	0.204416	0.323013	-0.399601	-0.301992	-0.453817	0.0268154	0.381706	0.053318	-0.378865	0.190174	0.169412	0.258011	0.200994	0.253843
OG0005827	-0.153037	-0.0244802	-0.098423	0.206196	0.186011	0.0828805	-0.131163	-0.325463	-0.332751	0.0942373	0.175636	0.320356	0.146493	0.0646484	0.00550787	0.174622	0.204038	0.211908	-0.309584	-0.17165	-0.264523	-0.0168704	0.0611615	-0.105752
OG0005828	0.0085232	-0.0236772	-0.0839156	0.144422	0.19095	0.172731	-0.154284	-0.137027	-0.110246	0.0762796	-0.0542043	-0.0295507	0.0712482	0.085612	-0.0470654	0.120237	0.179402	-0.0183115	-0.1253	-0.0850068	-0.332561	0.0117765	0.033325	0.106644
OG0005829	0.15355	0.377494	0.465701	0.351971	0.441558	0.330449	-0.629187	-0.393174	-0.376814	-0.135226	-0.194924	-0.3914	0.00395765	-0.000815844	-0.193294	0.362681	0.481519	0.283293	-0.340008	-0.333819	-0.342263	0.0467147	0.0247068	0.0073276
OG0005830	0.0332152	0.115251	0.0705694	0.052834	-0.24667	-0.0241581	0.0198354	-0.0545286	-0.16958	0.0893864	-0.0468752	0.160721	-0.189355	-0.188254	-0.587293	-0.0113715	0.0400058	0.123679	0.0101936	0.440803	0.403948	0.0269785	-0.161857	0.0925211
OG0005831	0.0715769	0.050506	0.153803	0.0776928	0.0292345	0.239069	-0.209343	-0.125028	-0.0610536	-0.14238	-0.0910858	0.00700832	-0.213432	-0.361388	-0.40009	0.105696	0.187787	-0.220484	0.0403876	0.192567	0.0585567	0.256064	0.18039	0.173946
OG0005832	0.0653777	-0.0022021	0.338757	0.0506561	-0.0574004	0.0265767	0.107771	-0.0705404	0.300081	-0.21722	-0.307729	-0.234129	-0.170281	-0.494239	-0.0462701	-0.305118	-0.214292	0.040903	0.519801	0.539172	0.733659	-0.0825234	-0.366769	-0.154042
OG0005833	0.183646	0.144692	0.322966	-0.141718	-0.154772	-0.146381	0.21272	0.0166511	0.320574	-0.234708	-0.304274	-0.219395	-0.0396329	0.0269455	-0.285822	-0.137685	-0.150985	-0.110348	0.498051	0.489687	0.207104	-0.0724249	-0.131976	-0.292915
OG0005834	-0.158545	0.00847811	-0.0312618	0.125884	-0.0352804	-0.016105	-0.212836	-0.250869	-0.569643	0.360657	0.298971	0.480551	-0.168057	-0.0628888	-0.270474	0.221946	0.29057	0.161637	-0.275016	-0.178819	-0.0739059	0.220961	-0.00609631	0.140144
OG0005835	0.0608727	0.0136395	0.0702433	0.261021	0.200069	0.122096	-0.355295	-0.372752	-0.349782	0.123243	0.0474563	0.179188	-0.165058	-0.193123	-0.399033	0.306405	0.49392	0.235621	-0.605559	-0.0654295	-0.211582	0.292128	0.191918	0.119792
OG0005836	-0.121604	-0.0190675	-0.000194049	0.292625	0.183813	0.188228	-0.234209	-0.285556	-0.567895	0.0470767	0.210374	0.306409	0.240427	0.118326	0.227792	0.0908851	0.0826169	0.0980706	-0.219182	-0.244921	-0.30994	-0.0016516	-0.0332052	-0.049219
OG0005837	0.125213	0.214214	0.200692	0.0459631	0.133868	0.171921	-0.218277	-0.0639859	-0.120625	-0.0974995	-0.21274	-0.178745	0.312062	0.271931	0.342141	-0.145645	-0.237854	-0.0894248	0.307515	-0.00659316	-0.22674	-0.183096	-0.211044	-0.133252
OG0005838	-0.0814003	0.00742322	0.00821327	0.192737	0.087946	0.0534102	-0.438375	-0.255364	-0.539208	0.28455	0.299019	0.381048	-0.415174	-0.305995	-0.409586	0.281328	0.391601	0.308684	-0.743606	-0.166271	0.0516415	0.357839	0.327764	0.321774
OG0005839	0.100755	0.118256	0.0137112	0.25099	0.0527273	0.0925707	-0.24267	-0.374954	-0.622228	0.149215	0.199874	0.261752	-0.205649	0.0870378	-0.363653	0.362573	0.507324	0.25641	-0.694566	-0.238459	-0.223818	0.145646	0.236206	0.130948
OG0005840	0.14378	0.116967	0.102587	0.0360375	0.154416	0.0855227	0.0399129	-0.140491	0.0254982	-0.108656	-0.276567	-0.179007	0.333629	0.341078	0.467155	-0.308069	-0.405892	-0.0864259	0.379934	0.0134547	0.0917227	-0.374535	-0.267719	-0.184332
OG0005841	-0.0670149	-0.18461	0.0229798	0.0738005	-0.386779	-0.285904	0.225248	0.399867	0.298516	-0.0271793	-0.0985266	0.0296041	-0.717236	-0.726896	-0.606046	-0.25964	0.189915	0.00294817	0.509133	0.875496	1.42634	-0.0251489	-0.492279	-0.176581
OG0005842	0.155199	0.0851614	0.0702867	-0.0154794	0.0968164	0.177024	-0.250181	-0.18723	-0.0508794	-0.0742923	0.0383753	-0.0448007	0.155065	-0.133395	0.00119938	-0.0530662	-0.0705619	-0.119135	-0.00570379	-0.0375249	-0.0577713	0.211263	0.0318843	0.0777465
OG0005843	0.318228	0.191687	0.388506	-0.291606	-0.330262	-0.123543	0.417487	0.124612	0.243324	-0.297258	-0.327031	-0.314144	0.275045	0.348402	0.0879445	-0.484675	-0.529642	-0.239396	0.653434	0.350151	0.321649	-0.174373	-0.237853	-0.370687
OG0005844	0.183464	0.396505	0.338325	0.164934	0.340672	0.27318	-0.561038	-0.333126	-0.483636	-0.086429	0.0379134	-0.270764	0.0174629	-0.0014928	0.191164	0.111538	0.181101	0.0963956	-0.392574	-0.200465	-0.14221	0.0786397	0.107469	-0.0470284
OG0005846	-0.169954	-0.170879	0.103219	0.411747	0.13829	0.110529	-0.285879	-0.252533	-0.43589	0.0592346	0.204874	0.28724	-0.26932	0.124352	-0.177476	0.391296	0.600436	0.310428	-0.765446	-0.465474	-0.376518	0.218551	0.15839	0.250781
OG0005847	0.11289	0.0773999	0.125641	0.232032	0.169768	0.124045	-0.273765	-0.0397137	-0.294578	-0.00415506	-0.231636	0.00207265	-0.0459026	-0.0397811	-0.105672	0.286262	0.522956	0.2771	-0.774419	-0.295457	-0.302039	0.115698	0.151334	0.209921
OG0005848	-0.00557921	0.141307	0.197833	0.0206456	-0.155605	-0.0496917	-0.00684666	0.041214	0.208762	-0.167941	-0.140485	-0.0836128	-0.370039	-0.415039	-0.600315	0.0204985	0.504112	0.0659747	-0.289741	0.137427	0.398777	0.289617	0.122502	0.136226
OG0005849	-0.0316498	-0.0209498	-0.0324888	0.0142648	0.0308371	-0.0377974	0.021838	0.0747291	0.166724	0.0111494	-0.0446685	-0.151988	0.283167	0.259516	0.474786	-0.365263	-0.615843	-0.224665	0.579647	0.106524	0.0881588	-0.306947	-0.190063	-0.0890195
OG0005850	-0.0263058	-0.0231539	-0.184336	0.14047	-0.242474	-0.241968	0.068185	0.0106962	-0.529261	0.228291	0.34869	0.451168	-0.166159	-0.0718767	-0.257566	0.163233	0.301762	0.275615	-0.583711	-0.000118002	0.14385	0.0892606	0.12489	-0.019181
OG0005851	0.0127735	0.0637518	-0.153244	0.188311	0.0123569	0.0720417	-0.156947	-0.134765	-0.312038	0.0355502	0.179694	0.192516	-0.139087	0.00207406	-0.406457	0.39783	0.45283	0.338333	-0.683434	-0.0758697	-0.132113	0.183807	0.0395544	0.0225299
OG0005852	0.142084	0.272253	0.371073	0.0810429	0.0963964	0.0994101	-0.29126	-0.239288	-0.0646713	-0.00797955	-0.310698	-0.148363	0.247848	0.157614	-0.0167527	-0.0117426	-0.0677576	-0.0141115	0.157766	0.0939839	-0.0850082	-0.0839114	-0.261495	-0.116432
OG0005853	0.0491929	0.0801829	-0.0597221	0.152332	0.115488	0.0699647	-0.192984	-0.172844	-0.16096	0.00708057	0.096053	0.0162161	0.095752	-0.0415338	0.0763204	0.119319	-0.0709661	-0.0978303	-0.0233827	-0.0752404	-0.0831525	0.0562585	0.000990262	0.0434652
OG0005855	-0.104767	-0.0424573	-0.200702	-0.0981932	-0.0121367	-0.00240855	0.18356	0.29608	0.253219	0.000971903	-0.158913	-0.114254	0.00684437	-0.0606913	-0.343738	0.175482	-0.0316804	0.0703929	-0.213596	0.102663	-0.376477	0.236429	0.167955	0.266417
OG0005856	-0.0432618	0.0805535	0.108591	0.0414405	0.228959	0.252244	-0.243224	-0.112468	-0.0876798	0.0782806	-0.159627	-0.143809	-0.0594339	-0.0693684	-0.0370619	0.247419	0.469394	0.100575	-0.760514	-0.338872	-0.00826643	0.255657	0.0364135	0.164058
OG0005857	0.0590168	0.126034	0.0966334	0.0785113	-0.0193802	0.0276843	-0.135018	-0.0864238	-0.336129	0.0203056	0.0611312	0.107634	-0.183196	-0.241843	-0.272237	0.187459	0.418246	0.119222	-0.304457	-0.0393769	0.158487	-0.0293258	-0.0114334	0.198454
OG0005859	0.275115	0.268488	0.410624	0.0327195	-0.05777	0.109312	-0.255938	-0.265808	-0.0503622	-0.168391	-0.320274	0.0222837	0.120307	0.0361515	-0.107907	-0.0306389	-0.164547	-0.0245028	0.173822	0.0941982	0.273665	0.0758876	-0.387602	-0.0588332
OG0005860	-0.0876916	0.133676	0.217647	-0.0522598	-0.107978	-0.0543135	-0.0144923	0.127185	0.353706	-0.253419	-0.164052	-0.0980064	0.0435379	-0.243292	-0.144306	-0.212285	-0.0197704	0.12311	0.365773	0.178499	0.438474	-0.0557053	-0.324799	-0.149237
OG0005861	0.218551	0.0896226	0.188856	-0.00397941	0.13578	0.24454	-0.287987	-0.286117	-0.0876498	-0.00275487	-0.144565	-0.064297	0.0176721	-0.18228	-0.0505371	-0.23859	-0.265065	-0.0289439	0.66232	0.431153	0.369387	-0.112936	-0.349756	-0.252425
OG0005862	-0.0830289	-0.0843354	-0.136116	0.00686332	-0.0755364	-0.127373	0.0701298	0.114632	0.0629481	0.0639602	0.125681	0.0621761	-0.124025	-0.160887	0.0172662	-0.0116401	-0.0895764	0.017654	-0.0858999	0.00974623	0.296897	0.0235075	0.0433096	0.0636472
OG0005863	-0.211961	-0.0557291	-0.00843925	-0.105286	-0.377363	-0.238324	-0.0102246	-0.0683917	-0.252342	0.247451	0.38048	0.700128	0.483647	0.526252	0.430256	-0.276146	-0.0195719	-0.231586	-0.590043	-0.488673	-0.292818	-0.0485264	0.598661	-0.0914519
OG0005864	-0.0987889	-0.0176444	0.251001	0.0476514	-0.101197	-0.154936	-0.0928737	0.000860155	-0.0832658	-0.0238288	-0.0191486	0.29217	-0.250886	-0.339431	-0.275275	0.0736549	0.179118	0.178584	-0.279036	0.203464	0.617234	0.103228	-0.133714	-0.0769429
OG0005867	0.0652466	0.179958	0.128712	0.102864	0.195357	0.151539	-0.18499	-0.315085	-0.415673	0.0798363	-0.00239439	0.0146285	-0.0359956	-0.154507	-0.349243	0.249014	0.357369	0.0422304	-0.360675	-0.0486691	-0.227506	0.245026	0.209229	0.0737271
OG0005868	-0.220105	-0.144765	-0.089453	0.118227	-0.104974	-0.184743	-0.0978518	0.0274191	-0.210162	0.25647	0.27562	0.374317	-0.224444	-0.212662	-0.317234	0.0443832	0.550154	-0.0755525	-0.244658	0.0285102	-0.0391373	0.193719	0.220542	0.0763789
OG0005869	0.254074	0.144143	0.423038	-0.185456	-0.327991	-0.193271	0.27396	0.197874	0.255742	-0.360963	-0.350279	-0.13087	0.0503881	0.149513	0.249271	-0.497998	-0.423729	-0.30729	0.816842	0.432346	0.619473	-0.215585	-0.337328	-0.535902
OG0005870	-0.221422	-0.0346594	-0.0931149	0.0526044	-0.0936752	-0.106958	0.295365	0.100863	0.0533581	-0.0334758	-0.154383	0.235498	-0.128926	-0.151816	0.0176283	0.134458	0.230941	-0.0328149	-0.196446	0.0771862	0.0267558	-0.00893473	0.0538862	-0.0219175
OG0005871	0.435815	0.106037	0.121005	-0.227272	-0.482793	-0.365247	0.2111	-0.0158545	0.105947	0.185502	-0.255997	0.181757	-0.264705	-0.136752	-0.219451	-0.000803625	0.26133	-0.157191	-0.195157	0.0876319	-0.0456035	0.297417	0.19189	0.181393
OG0005872	0.0808614	0.0951471	-0.00254193	-0.00279518	-0.113273	-0.0492148	0.0662683	-0.132325	0.112879	0.0151704	-0.156021	0.085846	-0.0376005	-0.0380442	0.0409411	0.0597742	-0.185496	-0.251303	0.188798	0.163545	0.241344	-0.0785336	-0.196493	0.093069
OG0005874	0.0162127	0.0164361	0.224547	0.146597	0.227315	0.0301844	-0.207613	-0.118593	-0.0932842	-0.0281267	-0.0596777	-0.153999	-0.186106	-0.00895812	-0.0197154	0.0514822	0.222618	0.0501126	-0.173936	-0.0529409	0.222991	0.0415707	-0.10178	-0.0453391
OG0005875	0.0597401	0.0703799	0.285573	-0.0107354	-0.109066	0.0440282	0.0909925	-0.0400439	0.0625356	-0.402272	-0.00263904	-0.0484934	-0.48559	-0.310242	-0.226533	0.295705	0.300748	0.144373	-0.311744	-0.0400093	0.529905	0.0311356	0.0772642	-0.00501245
OG0005876	0.349693	0.496713	0.354527	0.124588	-0.00944066	-0.0241995	-0.179124	-0.17016	-0.571842	-0.0973571	-0.18588	-0.0875193	-0.0495769	0.123047	0.0884507	0.0938384	0.306294	0.076791	-0.194823	-0.304883	-0.188022	0.139101	-0.115075	0.0248577
OG0005877	-0.399419	-0.244045	-0.398942	-0.286313	-0.234255	-0.349025	0.220814	0.264494	0.164805	0.402049	0.390196	0.469641	-0.255264	-0.239371	-0.319823	-0.337447	-0.665194	-0.443925	0.439332	0.469246	0.379252	0.291673	0.439947	0.241573
OG0005878	0.212096	0.450296	0.367905	0.185875	0.371203	0.23618	-0.481402	-0.205703	-0.264995	-0.195393	-0.357033	-0.31903	-0.146869	0.0519161	-0.0702257	0.055027	0.217223	0.0210425	-0.168513	-0.0312043	-0.0527836	0.319561	-0.126475	-0.0687005
OG0005879	0.15554	0.298457	0.372676	0.215062	0.223049	0.277945	-0.467275	-0.294679	-0.284284	-0.0359797	-0.292572	-0.167939	0.228342	0.382841	0.403949	0.307798	0.0298013	0.330436	0.00908402	-0.329086	-0.180926	-0.391771	-0.471054	-0.319415
OG0005880	-0.164187	-0.0311532	-0.0933678	0.229875	-0.0102515	-0.0524585	-0.179684	-0.100049	-0.301952	0.147632	0.276038	0.279557	-0.158117	0.114089	-0.430087	0.415735	0.623919	0.120081	-0.817142	-0.291841	-0.307534	0.337844	0.243391	0.149661
OG0005881	-0.110249	-0.280375	-0.179594	-0.152849	-0.276649	-0.301351	0.18554	0.203918	-0.015157	0.183302	0.344761	0.398706	-0.200413	-0.260711	-0.0691602	0.099267	0.163911	0.0845806	-0.319643	-0.0619858	0.145807	0.205182	0.106934	0.10623
OG0005884	-0.0722921	-0.097805	-0.0645203	-0.0547265	-0.017313	0.0572174	0.0543619	0.0893584	0.235465	-0.00237609	0.0230611	-0.150431	0.227567	0.235989	0.429318	-0.414661	-0.756091	-0.219289	0.623153	0.238544	0.14346	-0.321615	-0.13788	-0.0484957
OG0005885	0.0768568	0.0766245	0.115784	0.12108	0.00220759	0.0761059	-0.0864586	-0.157758	-0.217399	-0.0655205	0.0802296	-0.0217529	0.560527	0.531017	0.548008	-0.224743	-0.401837	-0.0812549	0.383509	0.00230039	-0.282452	-0.425302	-0.383981	-0.225791
OG0005886	-0.0441325	-0.128633	-0.0665059	0.0405718	-0.0218754	-0.0766349	0.0614001	0.0988061	0.233884	-0.00708465	0.0265206	-0.116316	-0.154544	-0.219029	-0.272162	0.030964	0.0522219	-0.0716199	-0.0163088	0.0994758	0.00169162	0.167058	0.19544	0.186812
